MSOA11CD,NS-SeC_all_2011,NS-SeC_higher_2011,NS-SeC_higher_2011_pct
E02005062,5045,1256,0.248959366
E02005063,4702,1297,0.275840068
E02005064,4839,1644,0.339739616
E02005065,5036,991,0.196783161
E02005066,5662,2173,0.383786648
E02005067,4432,1663,0.375225632
E02005068,5299,2107,0.397622193
E02005069,6246,2374,0.380083253
E02005070,6014,2386,0.396740938
E02005071,8167,2360,0.288967797
E02005072,5650,2458,0.435044248
E02005073,8227,2887,0.35091771
E02005074,5650,2342,0.414513274
E02005075,6809,2384,0.350124835
E02005076,6303,1787,0.283515786
E02005077,5531,1291,0.23341168
E02005078,5811,2136,0.36757873
E02005079,5737,2243,0.390970891
E02005080,7359,1127,0.153145808
E02005081,4795,1803,0.376016684
E02005082,7058,2472,0.350240861
E02005083,4965,1827,0.367975831
E02005084,4745,1813,0.382086407
E02005085,4610,1780,0.386117137
E02005086,4255,1555,0.365452409
E02005087,5192,1730,0.333204931
E02005088,6436,1395,0.216749534
E02005089,4633,1474,0.318152385
E02005090,4148,1640,0.395371263
E02005091,4802,1881,0.391711787
E02005093,4575,1392,0.304262295
E02005094,6060,2530,0.417491749
E02005095,5082,2251,0.442935852
E02005096,6702,2891,0.431363772
E02005097,6206,3472,0.559458588
E02005098,6665,3552,0.532933233
E02005099,5647,2498,0.442358775
E02005100,6414,2186,0.340816963
E02005101,4869,2197,0.451222017
E02006832,4667,1703,0.364902507
E02005102,4639,1760,0.37939211
E02005103,6779,2191,0.323204012
E02005104,5854,1281,0.218824735
E02005105,5357,1133,0.211498973
E02005106,6553,1532,0.233786052
E02005107,9041,3110,0.343988497
E02005109,4537,2058,0.453603703
E02005110,5045,1637,0.324479683
E02005111,4999,1500,0.300060012
E02005112,5090,1183,0.232416503
E02005113,5077,1431,0.281859366
E02005114,4735,1029,0.217317846
E02006879,5117,1004,0.196208716
E02006880,5115,1634,0.31945259
E02005115,4092,595,0.14540567
E02005116,4184,507,0.121175908
E02005117,4461,1100,0.246581484
E02005118,6577,1551,0.235821803
E02005119,4168,791,0.189779271
E02005120,6018,1061,0.17630442
E02005121,8821,2553,0.289422968
E02005122,5158,1733,0.335982939
E02005123,7919,2313,0.292082334
E02005124,5809,1052,0.181098296
E02005125,5523,1195,0.216367916
E02005126,5544,1513,0.272907648
E02005127,6349,2405,0.378799811
E02005128,5926,1895,0.319777253
E02005129,7909,2597,0.328360096
E02005130,5986,1918,0.3204143
E02005131,4163,1593,0.382656738
E02005132,6678,1039,0.155585505
E02005133,5819,1893,0.325313628
E02005134,5066,932,0.183971575
E02005135,5345,1317,0.246398503
E02005136,5608,1474,0.262838802
E02005137,5264,921,0.174962006
E02005138,5953,1528,0.256677306
E02005139,5808,1830,0.315082645
E02005140,5117,1814,0.354504593
E02005141,4909,1807,0.368099409
E02005142,5137,1177,0.229122056
E02005143,5749,1435,0.249608628
E02005144,5772,925,0.16025641
E02005145,4885,1556,0.3185261
E02005146,5494,1301,0.236803786
E02005147,6329,1614,0.25501659
E02005148,5519,1712,0.310201123
E02005149,7768,2813,0.362126674
E02005150,7513,1866,0.248369493
E02005151,9331,2938,0.31486443
E02005153,6128,1901,0.310215405
E02005154,7551,3243,0.429479539
E02005155,7462,3617,0.484722594
E02005156,5313,1797,0.33822699
E02005157,4589,1211,0.263891915
E02005158,4569,1961,0.429196761
E02005159,5235,1859,0.355109838
E02005160,7538,2863,0.379808968
E02005161,6035,2385,0.395194698
E02006833,7403,2904,0.392273403
E02005162,7745,2590,0.334409296
E02005163,5833,2322,0.39807989
E02005164,5505,1982,0.360036331
E02005165,5579,2219,0.397741531
E02005166,4930,1182,0.239756592
E02005167,5347,2578,0.482139517
E02005168,5382,2760,0.512820513
E02005169,7071,3054,0.431904964
E02005170,6633,3080,0.464344942
E02005171,4366,1257,0.287906551
E02005172,6086,2595,0.426388432
E02005173,6189,3339,0.539505574
E02005174,5276,1933,0.366376042
E02005175,6110,2200,0.360065466
E02005921,3919,1763,0.449859658
E02005922,6243,1862,0.298254045
E02005923,4117,829,0.201360214
E02005924,8064,2214,0.274553571
E02005925,5852,904,0.154477102
E02005926,5600,1795,0.320535714
E02005927,4014,1220,0.303936223
E02005928,5414,2293,0.423531585
E02005929,4997,2124,0.425055033
E02005930,5537,2461,0.444464511
E02005931,6581,2763,0.419845008
E02005932,5095,2151,0.422178606
E02005933,5562,1659,0.298274002
E02005934,6706,1909,0.284670444
E02005935,5168,2235,0.43246904
E02005936,6912,2764,0.399884259
E02005937,4760,1748,0.367226891
E02005938,4027,1264,0.313881301
E02005939,4701,1665,0.354179962
E02005940,4236,2230,0.526440038
E02005941,5007,2732,0.545636109
E02005942,5226,2703,0.517221584
E02005943,4508,1932,0.428571429
E02005944,4887,1374,0.281154082
E02005945,8166,3336,0.408523145
E02005946,5955,2681,0.450209908
E02005947,15222,2343,0.153921955
E02005948,5786,2414,0.417213965
E02005949,5769,1364,0.236436124
E02005950,10049,2997,0.298238631
E02005951,4702,2175,0.46256912
E02005952,11261,3591,0.318888198
E02005953,4567,1864,0.408145391
E02005954,7067,2428,0.3435687
E02005955,7115,1977,0.277863668
E02005956,4287,714,0.166550035
E02005957,4627,981,0.212016425
E02005958,4174,1737,0.41614758
E02005959,4200,1660,0.395238095
E02005960,4075,1801,0.44196319
E02005961,4930,2113,0.428600406
E02005962,6174,2478,0.401360544
E02005963,5993,2201,0.367261805
E02005964,5265,2228,0.42317189
E02005965,3892,1797,0.461716341
E02005966,6005,2627,0.437468776
E02005967,4116,1366,0.331875607
E02005968,5727,2604,0.454688318
E02005969,6469,2830,0.437471016
E02005970,4269,1398,0.327477161
E02005971,4041,1144,0.283098243
E02005972,5689,2652,0.46616277
E02005973,3896,1786,0.458418891
E02005974,4230,2174,0.513947991
E02005975,5489,2697,0.491346329
E02005976,4267,2240,0.524958988
E02005977,3991,1863,0.466800301
E02005978,4832,2365,0.489445364
E02005979,6566,2836,0.431922023
E02005980,8172,3406,0.416789036
E02005981,6833,3062,0.44811942
E02005982,4327,1829,0.422694708
E02005983,7740,3427,0.442764858
E02005984,5057,2506,0.495550722
E02005985,5478,1764,0.322015334
E02005986,6463,2486,0.384651091
E02005987,5482,2114,0.385625684
E02005988,5294,1927,0.363996978
E02005991,6978,2828,0.405273717
E02005992,6364,3034,0.476744186
E02006886,7891,3717,0.47104296
E02005993,4606,1580,0.343030829
E02005994,4321,1820,0.421198797
E02005995,4179,1850,0.442689639
E02005996,5599,2577,0.460260761
E02005997,4093,1758,0.429513804
E02005998,4219,1867,0.442521925
E02005999,4517,1700,0.376355988
E02006000,8620,3474,0.403016241
E02006001,4086,1378,0.337249143
E02006002,7307,2376,0.325167647
E02006003,3934,1429,0.363243518
E02006004,4051,1698,0.419155764
E02006005,6665,2540,0.381095274
E02006006,5270,1716,0.325616698
E02006007,4696,1982,0.422061329
E02006317,4402,1795,0.407769196
E02006318,4658,2612,0.560755689
E02006319,4879,1626,0.333265013
E02006320,4849,1673,0.345019592
E02006321,4341,2582,0.594793826
E02006322,4490,2445,0.54454343
E02006323,4962,2461,0.495969367
E02006324,5214,2309,0.442846183
E02006325,6039,3418,0.565987746
E02006326,4686,2438,0.520273154
E02006327,4394,2556,0.581702321
E02006328,6396,3457,0.540494059
E02006329,4674,2512,0.537441164
E02006330,6383,2596,0.406705311
E02006331,4908,2610,0.531784841
E02006332,4597,2599,0.565368719
E02006333,6523,3010,0.461444121
E02006334,5632,3254,0.577769886
E02006335,5807,2306,0.39710694
E02006336,4893,1485,0.303494788
E02006337,6329,2647,0.418233528
E02006338,4889,1889,0.386377582
E02006339,6515,2619,0.401995395
E02006341,6917,2880,0.416365476
E02006342,5194,2521,0.485367732
E02006343,6113,2896,0.473744479
E02006837,7513,3731,0.496605883
E02006344,6084,2757,0.453155819
E02006345,4882,2236,0.458009013
E02006346,6755,3536,0.523464101
E02006347,5331,2337,0.438379291
E02006348,6255,2566,0.410231815
E02006349,6217,2508,0.403410005
E02006350,4613,1318,0.285714286
E02006351,5905,2762,0.467739204
E02006352,4772,1600,0.335289187
E02006353,4498,1464,0.32547799
E02006354,6203,3574,0.57617282
E02006355,6274,1264,0.201466369
E02006356,8538,4282,0.501522605
E02006357,4680,1843,0.393803419
E02006358,7162,2159,0.301452108
E02006359,4314,2575,0.596893834
E02006360,5579,2825,0.506363148
E02006361,3992,1909,0.478206413
E02006362,4576,2247,0.49104021
E02006363,4066,2053,0.504918839
E02006364,5248,1975,0.376333841
E02006365,4176,2061,0.493534483
E02006366,5643,2597,0.460216197
E02006367,3935,1879,0.47750953
E02006368,3831,1766,0.460976246
E02006369,4654,1954,0.419853889
E02006370,4416,2163,0.489809783
E02006371,4953,2408,0.486169998
E02006372,4641,1556,0.335272571
E02006373,5452,2428,0.445341159
E02006374,5187,1982,0.382109119
E02006375,4550,2052,0.450989011
E02006376,6434,2464,0.382965496
E02006377,4114,1793,0.435828877
E02006378,6381,2777,0.435198245
E02006379,4055,1216,0.299876695
E02006380,5006,2418,0.483020376
E02006381,5049,2211,0.437908497
E02006382,4581,1476,0.322200393
E02006383,6434,3662,0.569163817
E02006384,7267,3049,0.41956791
E02006385,7607,3672,0.48271329
E02006386,5425,3049,0.56202765
E02006387,4419,1808,0.40914234
E02006388,6547,2604,0.397739423
E02006389,4924,1818,0.369212023
E02006390,5783,1925,0.332872212
E02006391,4433,1831,0.413038574
E02006392,6164,2062,0.334523037
E02006393,4961,1751,0.352953034
E02006394,8539,2148,0.251551704
E02006395,6724,2369,0.352320048
E02006396,4332,1608,0.371191136
E02006397,4198,2164,0.515483564
E02006398,5563,2097,0.37695488
E02006399,7706,2864,0.371658448
E02006400,4163,1860,0.446793178
E02006401,6691,2414,0.360783142
E02006402,6916,2657,0.384181608
E02006403,4612,1150,0.249349523
E02006404,4658,1188,0.255045084
E02006405,7784,2855,0.366778006
E02006406,6028,2784,0.461844725
E02006407,6315,2135,0.338083927
E02006408,6046,1921,0.317730731
E02006409,4823,1518,0.314741862
E02006410,5831,1797,0.308180415
E02006411,5196,2227,0.428598922
E02006412,4906,2271,0.462902568
E02006413,4347,1594,0.366689671
E02006414,4525,1641,0.362651934
E02006415,4845,2100,0.433436533
E02006416,5917,2976,0.50295758
E02006417,4073,1778,0.436533268
E02006418,4929,2295,0.465611686
E02006419,5630,1949,0.346181172
E02006420,5262,2815,0.534967693
E02006421,6317,2697,0.426943169
E02006422,4474,2215,0.4950827
E02006423,7515,2844,0.378443114
E02006424,4531,2165,0.477819466
E02006425,4476,1766,0.394548704
E02006426,4272,1890,0.44241573
E02006427,5169,2156,0.417101954
E02006429,5461,2352,0.43069035
E02006430,6399,2385,0.372714487
E02006431,7537,3417,0.453363407
E02006432,3871,1590,0.410746577
E02006433,6456,3214,0.497831475
E02006434,4247,1620,0.381445726
E02006435,4278,1868,0.436652641
E02006436,4153,1588,0.382374187
E02006437,5982,2429,0.406051488
E02006438,5787,2300,0.397442544
E02006790,5286,2011,0.380438895
E02006439,4186,1739,0.415432394
E02006440,5202,2181,0.419261822
E02006441,5603,2301,0.410672854
E02006442,3968,2263,0.5703125
E02006443,5218,1854,0.355308547
E02006444,4620,2144,0.464069264
E02006445,5348,2761,0.516267764
E02006446,4655,2283,0.490440387
E02006447,4274,2065,0.483153954
E02006448,5173,2621,0.506669244
E02006449,4767,2026,0.425005244
E02006450,4820,2263,0.469502075
E02006451,7558,3043,0.402619741
E02006453,5641,2346,0.415883709
E02006454,4395,2233,0.508077361
E02006455,4252,1847,0.434383819
E02006839,5937,2911,0.490314974
E02006456,5501,1951,0.354662789
E02006457,6330,3509,0.554344392
E02006458,6505,3523,0.541583397
E02006459,7678,1756,0.228705392
E02006460,7010,2451,0.349643367
E02006461,4806,2499,0.519975031
E02006462,6215,2569,0.413354787
E02006463,7180,3670,0.511142061
E02006464,5092,2084,0.409269442
E02006465,4530,2479,0.547240618
E02006466,6218,2222,0.35734963
E02006467,4657,2375,0.509984969
E02006534,6069,1700,0.280112045
E02006535,4835,1984,0.410341262
E02006536,5156,1567,0.303917766
E02006537,7077,1888,0.266779709
E02006538,6231,2687,0.431230942
E02006539,5174,1301,0.251449555
E02006540,4065,1017,0.250184502
E02006541,5253,1363,0.259470779
E02006542,4133,1744,0.421969514
E02006543,4022,1413,0.351317752
E02006544,7188,2665,0.370756817
E02006545,5930,1263,0.212984823
E02006546,6568,2246,0.341961023
E02006547,4397,1328,0.302024107
E02006548,6645,2044,0.307599699
E02006549,3947,1633,0.413731948
E02006550,6602,1800,0.272644653
E02006551,5052,2052,0.406175772
E02006552,5284,1307,0.247350492
E02006553,5281,1235,0.233857224
E02006554,4657,1561,0.335194331
E02006555,5446,1075,0.197392582
E02006556,5725,2093,0.36558952
E02006557,5196,1079,0.207659738
E02006558,8092,1739,0.214903609
E02006559,5545,2067,0.37276826
E02006560,6361,1705,0.268039616
E02006561,4632,1983,0.428108808
E02006562,4200,1786,0.425238095
E02006563,4031,1775,0.440337385
E02006564,5086,1767,0.347424302
E02006565,5683,2181,0.383776175
E02006566,5392,2279,0.422663205
E02006567,5312,2179,0.410203313
E02006568,8059,2342,0.290606775
E02006569,5465,2524,0.461848124
E02006570,6200,2256,0.363870968
E02006571,5375,2315,0.430697674
E02006572,6645,2227,0.335139202
E02006573,7491,2677,0.357362168
E02006574,7466,1978,0.264934369
E02006575,5873,1195,0.203473523
E02006576,5965,2262,0.37921207
E02006577,5472,1403,0.256396199
E02006578,7195,1995,0.277275886
E02006579,5649,1791,0.317047265
E02006580,5788,1663,0.28731859
E02006581,6281,1835,0.292150931
E02006582,5776,2743,0.474896122
E02006583,6521,2304,0.353320043
E02006584,5515,1114,0.20199456
E02006585,5351,1327,0.24799103
E02006586,5757,1130,0.196282786
E02006587,6205,1476,0.237872683
E02006588,5608,2173,0.387482168
E02006589,8183,3627,0.443235977
E02006590,6182,2497,0.403914591
E02006591,5715,2340,0.409448819
E02006592,4595,1919,0.417627856
E02006593,7272,2826,0.388613861
E02006594,4886,1892,0.387228817
E02006595,5984,2804,0.468582888
E02006596,6292,2473,0.393038779
E02006597,6667,2701,0.405129744
E02006598,4088,1656,0.405088063
E02006599,5040,2423,0.480753968
E02006600,6577,2472,0.375855253
E02006601,5698,2169,0.380659881
E02006602,5403,2351,0.435128632
E02006603,6128,2666,0.435052219
E02006604,8998,3183,0.353745277
E02006605,4726,1876,0.396953026
E02006606,6134,2560,0.417345941
E02006607,5458,2368,0.433858556
E02006608,4295,1734,0.403725262
E02006609,5176,2193,0.423686244
E02006610,4914,2268,0.461538462
E02006611,7044,3669,0.520868825
E02006612,7416,3579,0.482605178
E02006613,5139,1823,0.354738276
E02006614,7210,3361,0.466158114
E02006615,4846,1880,0.387948824
E02006616,5859,2063,0.352107868
E02006617,6603,2100,0.318037256
E02006618,4393,1866,0.424766674
E02006619,5811,2508,0.43159525
E02006620,6230,2868,0.46035313
E02006621,5343,2105,0.393973423
E02006622,5503,1887,0.342903871
E02006623,5599,1493,0.26665476
E02006624,5081,2077,0.4087778
E02006625,5802,1817,0.313167873
E02006626,5288,1313,0.248298033
E02006627,6022,1873,0.311026237
E02006628,6435,2101,0.326495726
E02006629,5605,1611,0.287421945
E02006630,5712,2048,0.358543417
E02006631,7036,2384,0.33882888
E02006632,5604,2334,0.416488223
E02006633,5308,2039,0.384137151
E02002985,3742,1136,0.303580973
E02002986,3425,946,0.27620438
E02002987,3793,1547,0.407856578
E02002988,3899,1787,0.458322647
E02002989,3653,1524,0.41719135
E02002990,4706,2139,0.454526137
E02002991,8225,3700,0.449848024
E02002992,4193,1977,0.471500119
E02002993,4588,1763,0.384263296
E02002994,7167,3408,0.475512767
E02002995,3834,701,0.182837767
E02002996,8772,2724,0.310533516
E02002997,5480,1188,0.216788321
E02002998,4657,1060,0.227614344
E02002999,4045,1049,0.259332509
E02003000,6631,2724,0.410797768
E02003001,3980,2056,0.516582915
E02003002,3764,1344,0.35706695
E02003003,4217,1312,0.31112165
E02003004,4564,1553,0.340271691
E02003005,4476,1963,0.438561215
E02003006,6584,2071,0.314550425
E02003007,5979,1833,0.306573006
E02003008,4041,1029,0.254639941
E02003009,4259,1247,0.292791735
E02003010,4228,966,0.228476821
E02003011,3648,946,0.259320175
E02003172,4342,899,0.207047444
E02003173,4682,1011,0.215933362
E02003174,5708,1691,0.296250876
E02003175,6271,2003,0.319406793
E02003176,4967,791,0.159251057
E02003177,5726,1883,0.328850856
E02003178,6152,1362,0.221391417
E02003179,4455,1114,0.250056117
E02003180,7618,1492,0.19585193
E02003181,6339,2164,0.341378766
E02003182,4754,2017,0.424274295
E02003183,5449,1880,0.345017434
E02003184,6350,1709,0.269133858
E02003185,5374,1781,0.331410495
E02003186,6821,1737,0.254654743
E02003187,6940,1985,0.286023055
E02003188,8160,2494,0.305637255
E02003189,5918,2208,0.37309902
E02003190,8063,2067,0.256356195
E02003191,5542,2235,0.403284013
E02003192,8277,2334,0.281986227
E02006883,4166,1674,0.401824292
E02006885,5500,2293,0.416909091
E02003012,7580,2062,0.272031662
E02003013,8278,1778,0.21478618
E02003014,5261,782,0.148640943
E02003015,4154,1409,0.339191141
E02003016,5705,1593,0.279228747
E02003017,4119,2221,0.539208546
E02003018,4122,1306,0.316836487
E02003019,6817,1567,0.22986651
E02003020,4053,2360,0.582284727
E02003021,5338,2128,0.39865118
E02003022,3957,2435,0.615365176
E02003023,4381,1462,0.333713764
E02003024,6488,1622,0.25
E02003025,4739,1061,0.223886896
E02003026,7065,3097,0.438358103
E02003027,9315,4663,0.500590446
E02003028,6245,3606,0.577421938
E02003029,4249,912,0.214638739
E02003030,5438,1643,0.302133137
E02003031,8318,4079,0.490382303
E02003032,5282,1376,0.260507384
E02003033,7962,3288,0.412961567
E02003034,9519,3376,0.354659103
E02003036,7591,2763,0.363983665
E02003037,7771,3795,0.488354137
E02003038,4673,1177,0.251872459
E02003039,5725,1418,0.24768559
E02003040,6934,2107,0.303865013
E02003041,5272,2919,0.553679818
E02003043,10160,3052,0.300393701
E02003044,4428,1279,0.288843722
E02003045,6090,2583,0.424137931
E02003046,7018,2304,0.328298661
E02003047,7855,3580,0.455760662
E02003048,5319,2334,0.438804287
E02003049,5276,1408,0.26686884
E02003050,6831,2540,0.371834285
E02003051,5064,1889,0.373025276
E02003052,5010,1791,0.35748503
E02003053,5898,2118,0.359104781
E02003054,4839,1604,0.331473445
E02003055,5571,915,0.164243403
E02003056,4976,675,0.135651125
E02003057,4176,975,0.233477011
E02003058,6445,1321,0.204965089
E02003059,3872,753,0.19447314
E02003060,7778,1837,0.236178966
E02003061,3908,593,0.15174002
E02003062,3923,459,0.117002294
E02003063,5306,1356,0.255559744
E02003064,4333,425,0.098084468
E02006887,5540,1727,0.311732852
E02006888,4655,953,0.204726101
E02006889,4747,658,0.138613861
E02006890,6137,1738,0.283200261
E02003892,4634,1576,0.34009495
E02003893,4881,1639,0.335791846
E02003894,5854,1580,0.269900922
E02003895,5744,1520,0.264623955
E02003896,4055,986,0.243156597
E02003897,4078,1564,0.383521334
E02003898,5004,1939,0.387490008
E02003899,3856,1026,0.266078838
E02003900,5333,1798,0.337146072
E02003901,5420,1522,0.280811808
E02003902,3903,1054,0.270048681
E02003903,4844,1556,0.32122213
E02003904,3903,1112,0.284909044
E02003905,4586,1424,0.310510249
E02003906,3956,1316,0.332659252
E02003907,5486,2049,0.373496172
E02003908,5647,2036,0.360545422
E02003909,6656,2086,0.313401442
E02003910,4461,1753,0.392961219
E02003911,6070,2471,0.40708402
E02003912,5611,1915,0.341293887
E02003913,4280,1634,0.381775701
E02003914,5396,1367,0.253335804
E02003915,5809,1196,0.205887416
E02003916,5186,1491,0.287504821
E02003917,5499,1681,0.305691944
E02003918,4979,1416,0.284394457
E02003919,4864,959,0.197162829
E02003920,5271,1464,0.277746158
E02003921,4354,1186,0.272393202
E02003922,5735,1266,0.220749782
E02003923,5214,1040,0.199462984
E02003924,4925,1123,0.228020305
E02003925,5073,1116,0.219988173
E02003926,5778,1796,0.310834199
E02003927,7341,2145,0.292194524
E02003928,8295,2487,0.299819168
E02003929,4855,1432,0.294953656
E02003930,6673,2109,0.316049753
E02003931,7038,1833,0.260443308
E02003932,5099,1294,0.25377525
E02003933,5108,1305,0.255481597
E02003934,4845,1240,0.255933953
E02003935,6586,1467,0.222745217
E02003936,6222,1857,0.298457088
E02003937,3879,1146,0.295436968
E02003938,4728,1262,0.266920474
E02003939,4684,1351,0.288428693
E02003940,4527,1417,0.313010824
E02003941,5368,1392,0.259314456
E02003942,5286,1039,0.196556943
E02003943,5552,1473,0.265309798
E02003944,6720,1507,0.224255952
E02003945,4355,1380,0.316877153
E02003946,6350,1860,0.292913386
E02003947,4799,1347,0.280683476
E02003948,5780,1301,0.225086505
E02003949,4944,1337,0.270428803
E02003950,4004,1177,0.293956044
E02003951,4412,1308,0.296464189
E02003952,4886,1313,0.268726975
E02003953,7689,1910,0.248406815
E02003954,5021,1431,0.285002987
E02003955,6863,1624,0.236631211
E02003956,5121,968,0.189025581
E02003957,7375,1852,0.251118644
E02003958,5725,1226,0.214148472
E02003959,4913,982,0.199877875
E02003960,4145,1259,0.303739445
E02003961,6661,1947,0.292298454
E02003962,4512,1273,0.282136525
E02003963,6581,1296,0.196930558
E02003964,5571,1715,0.307844193
E02006781,1622,458,0.282367448
E02003065,6259,2660,0.424988017
E02003066,4396,2105,0.478844404
E02003067,5189,2195,0.423010214
E02003068,4488,1789,0.398618538
E02003069,3780,1751,0.463227513
E02003070,8506,4257,0.500470256
E02003071,5530,1880,0.339963834
E02003072,6498,2244,0.345337027
E02003073,4844,2132,0.440132122
E02003074,5910,1786,0.302199662
E02003075,4047,1852,0.457622931
E02003076,6782,2616,0.385726924
E02003077,4353,1716,0.394210889
E02003078,5087,1913,0.376056615
E02003079,7005,2124,0.303211991
E02003080,5922,1452,0.245187437
E02003081,6552,2047,0.312423687
E02003082,6442,2043,0.317137535
E02003084,6972,1491,0.213855422
E02003085,5362,807,0.150503543
E02003086,4215,1259,0.298695136
E02003087,6610,2244,0.339485628
E02003088,5964,2477,0.415325285
E02003089,3999,1081,0.270317579
E02006845,5681,1817,0.319838057
E02006846,4959,1570,0.316596088
E02003122,4871,1719,0.352904948
E02003123,5806,1186,0.204271443
E02003124,5569,1146,0.205782008
E02003125,4484,848,0.18911686
E02003126,5656,1184,0.209335219
E02003127,5296,924,0.174471299
E02003128,6239,1273,0.204039109
E02003129,4458,1484,0.332884702
E02003130,7477,1354,0.181088672
E02003131,5506,1166,0.211768979
E02003132,5678,1534,0.270165551
E02003133,5346,1396,0.261129817
E02003134,4886,802,0.164142448
E02003135,5370,1052,0.195903166
E02003136,5609,1792,0.319486539
E02003137,5455,2383,0.436846929
E02003138,5616,2273,0.404736467
E02003139,4930,1575,0.319472617
E02003140,5446,1764,0.323907455
E02003141,6316,1655,0.262032932
E02003142,6671,1398,0.209563784
E02003143,5692,1679,0.294975404
E02003144,7981,1370,0.171657687
E02003145,5386,1559,0.28945414
E02003146,7524,1804,0.239766082
E02003147,5585,849,0.152014324
E02003148,8600,1321,0.153604651
E02003149,7624,1478,0.19386149
E02003150,9204,2307,0.25065189
E02003151,5205,1835,0.352545629
E02003152,6775,2193,0.323690037
E02003153,5525,1751,0.316923077
E02003194,4494,1786,0.397418781
E02003195,4107,1179,0.287070855
E02003196,7050,3106,0.440567376
E02003197,5063,1575,0.311080387
E02003198,5333,1313,0.246202888
E02003199,6618,1840,0.278029616
E02003200,7169,1493,0.208257777
E02003201,7709,1840,0.23868206
E02003202,4766,1545,0.324171213
E02003203,5574,1646,0.295299605
E02003204,6228,1974,0.316955684
E02003205,5913,1716,0.290208016
E02003206,6895,3206,0.464974619
E02003207,5109,1202,0.23527109
E02003208,7953,2483,0.312209229
E02003209,4471,1141,0.255200179
E02003210,6270,2989,0.476714514
E02003211,5669,2713,0.478567649
E02003090,5089,2069,0.406563175
E02003091,4792,1781,0.371661102
E02003092,5911,2314,0.391473524
E02003093,4804,2195,0.456910908
E02003094,6051,2258,0.373161461
E02003095,5307,1928,0.363293763
E02003096,4854,1289,0.265554182
E02003097,4486,1705,0.380071333
E02003098,7489,3276,0.437441581
E02003099,5005,1198,0.239360639
E02003100,7847,1951,0.24863005
E02003101,7883,3581,0.454268679
E02003102,4636,1785,0.385030198
E02003103,5311,1263,0.237808322
E02003104,5716,1859,0.325227432
E02003105,4341,1667,0.3840129
E02003106,8316,2954,0.355218855
E02003107,7929,2175,0.274309497
E02003108,6848,2326,0.339661215
E02003109,4107,1706,0.415388361
E02003110,7362,3430,0.465906004
E02003111,4423,1758,0.397467782
E02003112,4418,1187,0.268673608
E02003113,7435,2996,0.402958978
E02003114,5017,1387,0.276460036
E02003115,6731,1780,0.264448076
E02003116,5371,1075,0.200148948
E02003117,6206,1638,0.263938124
E02003118,7692,2375,0.30876235
E02003119,7485,2056,0.274682699
E02003120,6007,1893,0.315132346
E02003121,7599,2495,0.328332675
E02003212,6072,2016,0.33201581
E02003214,4263,543,0.127375088
E02003215,5286,1588,0.300416194
E02003216,6622,1634,0.246753247
E02003217,4663,1018,0.21831439
E02003218,4549,816,0.179380084
E02003219,4930,2170,0.440162272
E02003220,7429,2242,0.301790281
E02003221,4830,931,0.192753623
E02003222,4779,1848,0.386691777
E02003223,7364,2174,0.295219989
E02003224,6587,1913,0.290420525
E02003225,4655,1627,0.349516649
E02003226,6547,1225,0.187108599
E02003227,4437,623,0.140410187
E02003228,4725,1410,0.298412698
E02003229,4381,1600,0.365213422
E02003230,5873,2370,0.403541631
E02003231,5950,821,0.137983193
E02003232,6212,2847,0.458306504
E02003233,6593,1553,0.235552859
E02003234,6480,1613,0.248919753
E02003235,5141,2388,0.46450107
E02003236,7487,2833,0.378389208
E02006847,6662,3081,0.462473732
E02006848,5054,2257,0.446576969
E02006849,6509,2887,0.443539714
E02003154,5060,998,0.197233202
E02003155,4070,1068,0.262407862
E02003156,6839,2132,0.311741483
E02003157,4650,1035,0.222580645
E02003158,3809,958,0.251509583
E02003159,4190,939,0.224105012
E02003161,5388,1049,0.194691908
E02003163,5694,2107,0.370038637
E02003164,6230,1813,0.291011236
E02003165,5079,1282,0.252411892
E02003166,7445,1589,0.213431833
E02003167,6380,1233,0.193260188
E02003168,5008,1310,0.26158147
E02003169,4644,1508,0.324720069
E02003170,6750,1874,0.27762963
E02003171,5241,1314,0.250715512
E02006840,7523,2319,0.308254686
E02006634,6256,2598,0.41528133
E02006635,5919,2230,0.37675283
E02006636,4984,1933,0.387841091
E02006637,7616,2534,0.332720588
E02006638,4520,1405,0.310840708
E02006639,6361,2250,0.353717969
E02006640,5129,2182,0.425424059
E02006641,5322,1994,0.374671176
E02006642,4278,1792,0.418887331
E02006643,11216,3863,0.344418688
E02006644,4893,1968,0.402207235
E02006645,5173,2119,0.409626909
E02006646,3929,1509,0.384067193
E02006647,4354,1931,0.44350023
E02006648,4144,1842,0.444498069
E02006649,5071,1643,0.323999211
E02006650,8489,3393,0.399693721
E02006651,5312,2457,0.462537651
E02006652,6754,2574,0.381107492
E02006653,7192,2492,0.346496107
E02006654,6669,2125,0.318638477
E02006655,5028,2148,0.427207637
E02006656,5274,1947,0.369169511
E02006657,7013,2150,0.306573506
E02006658,5278,1775,0.336301629
E02006659,5527,2406,0.435317532
E02006660,9350,3612,0.38631016
E02006661,6841,2905,0.42464552
E02006662,4321,1331,0.308030548
E02006663,7692,2539,0.330083203
E02006664,4748,1917,0.403748947
E02006665,4642,1629,0.350926325
E02006666,3908,1551,0.396878199
E02006667,4563,1009,0.221126452
E02006668,4317,1605,0.371785962
E02006669,6955,2622,0.376994968
E02006670,5098,1847,0.362298941
E02006671,4546,1836,0.403871535
E02006672,4621,1842,0.398615018
E02006673,3437,1418,0.412569101
